"QID","fs","article"
"Q76158642","LYND-CWG",NA
"Q76159119","LWJB-GYZ",NA
"Q76159124","LWJB-494",NA
"Q76159337","9ND2-R6N",NA
"Q76159346","MRTP-9XG",NA
"Q76160643","GQ2G-PC4",NA
"Q76160644","GQ2P-3NL",NA
"Q76161658","MCY3-KW9",NA
"Q76163726","GMCB-S1B",NA
"Q76163727","GH99-XNQ",NA
"Q76163728","MSSN-KG2",NA
"Q76163729","K2H6-YPZ",NA
"Q76164998","LC55-W2Z",NA
"Q76165002","KNQ7-1PJ",NA
"Q76165005","KZ9D-2C4",NA
"Q76165661","ML53-Z8S",NA
"Q76168856","KCFS-1TW",NA
"Q76169278","LH6V-ZF8",NA
"Q76169902","LZNH-VVB",NA
"Q76169903","MDYK-XYJ",NA
"Q76169906","26KF-8W6",NA
"Q76169947","LWCS-D2P",NA
"Q76170946","M97D-TRK",NA
"Q76171017","K8H8-278",NA
"Q76171644","MFY6-RBC",NA
"Q76171686","KD1N-YXK",NA
"Q76171798","L1PT-QTK",NA
"Q76171855","L1PR-KHK",NA
"Q76173424","MVD9-N2F",NA
"Q76173433","L315-S6F",NA
"Q76173438","KH7L-53W",NA
"Q76173611","L3Y5-527",NA
"Q76175651","L2FF-HYM",NA
"Q76175652","K8ZT-CH1",NA
"Q76176135","9KP8-4VW",NA
"Q76177368","KCBL-GHX",NA
"Q76178527","LKGR-9BG",NA
"Q76178587","LKGR-S9W",NA
"Q76179681","K8CT-GBR",NA
"Q76179812","LZ3Q-WZ5",NA
"Q76180711","K4YC-9RJ",NA
"Q76185508","9NY3-ZF7",NA
"Q76187415","GMG7-QCL",NA
"Q76187624","KH6L-8LC",NA
"Q76187752","L6G3-YYY",NA
"Q76188644","LKVF-2WD",NA
"Q76190427","GZK3-H4R",NA
"Q76190424","GZK3-C59",NA
"Q76195989","K4YN-SZ4",NA
"Q76196708","LDL9-4CY",NA
"Q76196949","GH44-KV5",NA
"Q76199430","L584-S6X",NA
"Q76202732","LR6N-7CR",NA
"Q76203044","KHPJ-78R",NA
"Q76203839","LVJ3-FCM",NA
"Q76203895","L784-91V",NA
"Q76204856","9NVZ-1SX",NA
"Q76206364","KHT3-GFF",NA
"Q76206764","M33Z-QFP",NA
"Q76206827","9DPB-TJC",NA
"Q76206831","MNNF-51X",NA
"Q76206828","M3QG-QQQ",NA
"Q44290003","LY65-NP1",NA
"Q44443323","LR41-42P",NA
"Q44449422","K8DH-8BP",NA
"Q44470977","KDMD-SV2",NA
"Q44502305","LH3J-51M",NA
"Q44508403","M4DC-BD5",NA
"Q44616894","LY6M-5VG",NA
"Q44622889","9VHR-BVC",NA
"Q44715267","G35T-ZKL",NA
"Q44728705","LJV7-T94",NA
"Q44815462","KZKZ-7XX",NA
"Q44867090","KHZJ-6T4",NA
"Q44871131","L81Y-Z4Q",NA
"Q45040785","LR7V-XCP",NA
"Q45092996","LHMS-PX2",NA
"Q45098082","GZP5-7WQ",NA
"Q45107526","GLD7-HHS",NA
"Q45132361","LDMB-F97",NA
"Q45209208","LJ1C-6YD",NA
"Q45214718","KZSW-62K",NA
"Q45308204","K2X9-BRZ",NA
"Q45349385","LYN3-CVX",NA
"Q45371935","LWX3-771",NA
"Q45416378","G6V7-ZDV",NA
"Q45416377","G6V7-XW8",NA
"Q45416382","G6V7-HGQ",NA
"Q45416380","G6V7-JR3",NA
"Q45416385","G6V7-HPC",NA
"Q45416388","G6V7-HPL",NA
"Q45416392","G6V7-QD3",NA
"Q45416398","G6V7-XJ4",NA
"Q45416403","G6V7-WNN",NA
"Q45416404","G6V7-F2T",NA
"Q45416427","G6V7-QPR",NA
"Q45416438","G6V7-MB6",NA
"Q45416443","G6V7-8TR",NA
"Q45416440","G6V7-4BY",NA
"Q45416441","G6V7-99X",NA
"Q45436442","KZBW-JXW",NA
"Q45471210","G6VQ-9GL",NA
"Q45571845","LKB7-HR4",NA
"Q45650972","G6V7-NZC",NA
"Q45652810","G6V7-PTY",NA
"Q45841195","L4HD-YLP",NA
"Q45976670","K8C1-LC9",NA
"Q46003665","LYNB-TL4",NA
"Q46016005","KL79-7DR",NA
"Q46043624","LYJ9-7PV",NA
"Q46109271","LDQV-834",NA
"Q46154349","LYJW-HGH",NA
"Q46165389","LZW7-RQ3",NA
"Q46166058","LZW7-R4D",NA
"Q46167569","9VL3-C22",NA
"Q46212929","GHBM-R33",NA
"Q46255973","94K7-ZD9",NA
"Q46318408","KC45-VWH",NA
"Q46482890","GZD3-QFG",NA
"Q46760921","LZRF-9PB",NA
"Q46935915","GQHN-Q46",NA
"Q46992841","9X99-5KG",NA
"Q46992889","LY9D-JMR",NA
"Q46996039","2ZS7-Q7X",NA
"Q46998243","LHZ3-HXJ",NA
"Q46998329","MSTK-98T",NA
"Q47007442","GR4L-499",NA
"Q47009566","GXLK-PQB",NA
"Q47034652","9MF8-LXK",NA
"Q47036788","KZ9D-2HW",NA
"Q47037377","L8SG-VH4",NA
"Q47044580","93ZJ-CFG",NA
"Q47069823","LY2X-CFG",NA
"Q47086401","L6JP-M5Z",NA
"Q47088431","LDQ3-5BP",NA
"Q47090398","GH8B-K7N",NA
"Q47093024","LYLQ-2Y6",NA
"Q47115478","G6Y9-2SD",NA
"Q47123158","GQR9-16T",NA
"Q47123797","KJPG-H57",NA
"Q47126456","GM7Y-JKJ",NA
"Q47142595","9KHJ-ZJC",NA
"Q47144723","L61P-6R2",NA
"Q47253231","L2G9-N2C",NA
"Q47283898","K6ML-24F",NA
"Q47302038","LZ2L-CFD",NA
"Q47318374","2DJ3-RMF",NA
"Q47329734","LYGV-DJT",NA
"Q47402650","LYPM-B8G",NA
"Q47416631","LYP3-PWH",NA
"Q47446292","LYP4-KCM",NA
"Q47450229","LYPH-7NY",NA
"Q47457018","LH2B-MD2",NA
"Q47457111","M214-72Y",NA
"Q47461266","MFC1-HB6",NA
"Q47462061","LT11-9SM",NA
"Q47462594","LY5M-TTR",NA
"Q47468972","L4T9-H97",NA
"Q47469536","LL4W-W3G",NA
"Q47477874","L23D-3FQ",NA
"Q47478431","L43S-6NB",NA
"Q47482040","LY5J-2C1",NA
"Q75568665","GQ9L-RSY",NA
"Q75568669","GQ9L-4PC",NA
"Q75569768","LKD4-274",NA
"Q75569918","L283-Y9Z",NA
"Q75569916","LK62-WTZ",NA
"Q75570669","MFR4-MBY",NA
"Q75570999","MNBC-VN4",NA
"Q75571914","G7S4-N62",NA
"Q75572641","K8GH-6P1",NA
"Q75573624","L4T1-K84",NA
"Q75574247","9ZWX-3FH",NA
"Q75574319","G71Z-VSR",NA
"Q75574321","G71Z-JNV",NA
"Q75574875","LR89-1L2",NA
"Q75576164","2CYM-MZH",NA
"Q75577236","K642-D3R",NA
"Q75577480","LCJZ-3JY",NA
"Q75577546","KPH2-MQS",NA
"Q75578722","LZJ8-5SS",NA
"Q75578744","LZJ8-PT4",NA
"Q75578758","M35Y-VNB",NA
"Q75580832","LTXH-WZ5",NA
"Q75586144","M3MS-CNG",NA
"Q75586972","LRH4-BRM",NA
"Q75589707","LR43-BC9",NA
"Q75590183","LZKT-ZWT",NA
"Q75592752","LL39-KSH",NA
"Q75593797","LDMF-MD7",NA
"Q75593903","KZ4D-7BG",NA
"Q75593900","K8RD-VHS",NA
"Q75595884","L28Q-DZ9",NA
"Q75596785","9NWM-V7G",NA
"Q75597532","9VL1-YNS",NA
"Q75598636","DPGC-FC9",NA
"Q75598653","K4JZ-819",NA
"Q75598710","M367-K8H",NA
"Q75598711","GQMD-PV3",NA
"Q75598708","KLJJ-J82",NA
"Q75598714","KLJJ-JZ3",NA
"Q75598713","M367-K2T",NA
"Q75599247","L69R-TWC",NA
"Q75599245","9VGM-7GN",NA
"Q75599259","94Q2-83V",NA
"Q75599316","KD9P-R4C",NA
"Q75599325","LT7S-CK8",NA
"Q75599654","LHFM-2XL",NA
"Q75599808","KZBK-GQV",NA
"Q75601284","LTKD-7T2",NA
"Q75601780","MGBK-SYN",NA
"Q75603430","94WF-7FY",NA
"Q75603428","LKD6-HPN",NA
"Q75603453","LK8Q-1VM",NA
"Q75603719","GDPF-YG4",NA
"Q75603934","MS39-L41",NA
"Q75604932","L85C-72L",NA
"Q75605139","LD27-VZ9",NA
"Q75606267","9JPV-7KF",NA
"Q75607358","LH7J-7Z2",NA
"Q75608752","K8Y5-5GG",NA
"Q75608999","G528-MR3",NA
"Q75609814","LZVR-DTN",NA
"Q75610962","MPT6-6XF",NA
"Q75611687","GJP1-8HJ",NA
"Q75611699","GJP1-QCK",NA
"Q75611700","GJP1-SKN",NA
"Q75611701","GJP1-374",NA
"Q75614895","GLDS-GPX",NA
"Q75615539","L7XT-8BZ",NA
"Q75617341","GQQN-KWK",NA
"Q75617627","L5TC-9L7",NA
"Q75617636","9JWD-J8J",NA
"Q75617758","LC85-NS5",NA
"Q75618936","LSS3-S4N",NA
"Q75619382","G491-PDV",NA
"Q75619383","LRWC-MK7",NA
"Q75619381","LRWH-YQL",NA
"Q75619469","LZC1-Y63",NA
"Q75619510","KZQN-62X",NA
"Q75619511","KZF9-6DY",NA
"Q75620101","KCS6-GB6",NA
"Q75621187","KH9N-FC3",NA
"Q75621192","KZCQ-XPH",NA
"Q75622487","L4B3-BNG",NA
"Q75624080","LBCZ-7JJ",NA
"Q75624226","M9WR-GMN",NA
"Q75624306","LKMC-1V7",NA
"Q75624310","G9PL-TQ1",NA
"Q75624311","29M1-BRJ",NA
"Q75624338","M1TB-6S3",NA
"Q75624339","LCJB-YXN",NA
"Q75624344","LT9G-5LM",NA
"Q75625525","GW1K-2XY",NA
"Q75631722","GMY8-WFD",NA
"Q75632718","KFBZ-1QW",NA
"Q75637651","G84V-59M",NA
"Q75637656","G2R8-YM2",NA
"Q75637971","9KFB-TFD",NA
"Q75637969","L5J6-RJJ",NA
"Q75639814","K82M-JCG",NA
"Q75642124","MNVD-STB",NA
"Q76207305","MSMJ-WWQ",NA
"Q76210134","MX3L-91T",NA
"Q76210133","LT6K-R37",NA
"Q76210141","9X21-5TJ",NA
"Q76210144","9NKJ-8QL",NA
"Q76210176","9NKJ-8ZQ",NA
"Q76210177","9W6Y-1GG",NA
"Q76210400","L7R1-SGB",NA
"Q76211543","G77S-17K",NA
"Q76211547","M6RR-J9V",NA
"Q76211544","L6XY-DXS",NA
"Q76211545","L6XY-JNC",NA
"Q76211575","M6RR-JS9",NA
"Q76211577","L2V9-GX3",NA
"Q76211595","L2V9-PN2",NA
"Q76211596","KLP8-TW1",NA
"Q76211597","L2V9-PT7",NA
"Q76212005","KNSC-CZ6",NA
"Q76212034","KJDG-ZQM",NA
"Q76212035","KC1X-JT4",NA
"Q76212033","LHKZ-X7F",NA
"Q76216596","L1HX-RQ4",NA
"Q76216597","KCGM-M2M",NA
"Q76216897","LBFD-H9K",NA
"Q76217272","L6BR-N7S",NA
"Q76219020","LH76-QHV",NA
"Q76219021","L517-G4B",NA
"Q76222551","KZWY-CRR",NA
"Q76224150","GMYF-6R5",NA
"Q76228443","LV5S-NCS",NA
"Q76229647","GJTN-LJW",NA
"Q76230245","MPGQ-TRS",NA
"Q76232598","L2X1-H97",NA
"Q76232599","LRHX-9H3",NA
"Q76232597","LDWV-M5J",NA
"Q76232601","G3JB-LLM",NA
"Q76232662","L8Y7-QF8",NA
"Q76232663","9JW9-G1D",NA
"Q76234149","MZ13-S18",NA
"Q76236552","LCTT-GK4",NA
"Q76236615","LCR3-7V8",NA
"Q76236613","LDLX-LFB",NA
"Q76236661","LR5L-RJ1",NA
"Q76238348","MP4G-YY4",NA
"Q76238487","LVSP-5DD",NA
"Q76240763","M48Q-4MH",NA
"Q76240760","M48Q-4M1",NA
"Q76240761","M48Q-492",NA
"Q76245969","K89P-T46",NA
"Q76245972","MF37-3JD",NA
"Q76246949","LHF3-1RH",NA
"Q76247197","LXQX-KL9",NA
"Q76247399","LHHT-2LM",NA
"Q76247402","LWZY-1S5",NA
"Q76247404","G9ZH-7FB",NA
"Q76247405","G9ZH-HZC",NA
"Q76248159","LVJ8-TS6",NA
"Q76250666","KC69-6Z8",NA
"Q76250950","MRYR-Q6T",NA
"Q76250952","9HLM-JY8",NA
"Q76251134","MT3Z-27K",NA
"Q76253842","G8JK-7M9",NA
"Q76255893","M7KQ-6FT",NA
"Q76256056","LZV8-K31",NA
"Q76257042","G3S1-TG7",NA
"Q76257590","LXQQ-Q4M",NA
"Q76257591","LXQQ-TM8",NA
"Q76257593","LXQQ-RY8",NA
"Q76258805","G8TL-LVN",NA
"Q76259171","LWRF-25T",NA
"Q76260786","LK5V-6W7",NA
"Q76262192","94LM-9K5",NA
"Q76263043","9KNQ-HXB",NA
"Q76263900","LWFF-QH5",NA
"Q76263906","KT7Y-67P",NA
"Q76263907","2ZSQ-FNP",NA
"Q76263905","LWFX-74F",NA
"Q76263908","LZC5-WZ3",NA
"Q76263909","2ZSQ-NMR",NA
"Q76264913","GQPD-TF9",NA
"Q76265267","LJ2D-HK8",NA
"Q76265269","G7RQ-23P",NA
"Q76265483","K85Q-P2Q",NA
"Q76265484","M5GX-YHS",NA
"Q76265541","L6C2-RYB",NA
"Q76265545","L7WQ-1JC",NA
"Q76265842","GZ83-B9Q",NA
"Q76266062","M66K-3ZQ",NA
"Q76266403","9KJN-Y4X",NA
"Q76266407","GHWV-Y5Y",NA
"Q76267392","LH75-WLT",NA
"Q76269918","LBKN-QTC",NA
"Q76270414","L2V9-GKL",NA
"Q76270412","LKVC-XVX",NA
"Q76270743","KDMS-8TJ",NA
"Q76272520","MDBR-Q72",NA
"Q76273050","94W8-42Y",NA
"Q76273789","M379-1JC",NA
"Q76277130","LHSC-B5C",NA
"Q76277131","LH3W-YJR",NA
"Q88222216","KJ2D-F6L",NA
"Q88222225","M9QX-ZCK",NA
"Q88222462","LDWF-Y3Q",NA
"Q88230367","GQTR-V1Q",NA
"Q88239275","MSKW-RTQ",NA
"Q88300412","LWH9-FG4",NA
"Q88300542","GQYS-C86",NA
"Q88300610","LZLF-DK6",NA
"Q88300654","MVYS-L69",NA
"Q88300720","9XBZ-226",NA
"Q88300813","L22V-3TF",NA
"Q88300881","9QPP-9G4",NA
"Q88300948","L2JY-KNJ",NA
"Q88301558","LRXM-YJC",NA
"Q88301976","9QPP-S2S",NA
"Q88302284","KNS4-639",NA
"Q88317911","GQY7-FB9",NA
"Q88328510","LRXM-YMC",NA
"Q88342428","LVMH-79T",NA
"Q88355780","K4GQ-74K",NA
"Q88402254","GQYV-24Y",NA
"Q88466575","LVV4-TYF",NA
"Q88471921","L853-7PY",NA
"Q88485982","LDRJ-CK4",NA
"Q88486161","LZ6M-BXZ",NA
"Q88494541","KH1M-KQB",NA
"Q88505446","G7ML-BPX",NA
"Q88553714","KNWY-Y74",NA
"Q88654865","LHRS-DB5",NA
"Q88678646","MQWG-XB6",NA
"Q88681724","L4HF-JC5",NA
"Q88687107","L4HF-JQ1",NA
"Q88705346","GDVS-4N2",NA
"Q88742261","M5SJ-WKX",NA
"Q88819361","9VJ3-CYV",NA
"Q88847879","GQ19-9XX",NA
"Q88869408","M7CT-5V6",NA
"Q88899907","K2HF-KD9",NA
"Q88915834","L6TT-Z5T",NA
"Q88957234","9QJP-VG9",NA
"Q88977480","KZ3Y-JFC",NA
"Q88986059","LYGK-3Y7",NA
"Q88987186","9HSL-P5H",NA
"Q88995168","L7PQ-DK1",NA
"Q89037164","LRTJ-GV7",NA
"Q89039608","LB8K-XXY",NA
"Q89060310","G3SQ-65C",NA
"Q89107202","9HV3-3VS",NA
"Q89114675","GMVF-FHP",NA
"Q89144746","K8N3-9P9",NA
"Q89148214","KJJ2-X3Q",NA
"Q89162489","L7J2-7PD",NA
"Q89169597","M4TP-FGY",NA
"Q89174741","L65P-7CP",NA
"Q89189786","9HV3-3GX",NA
"Q89194020","LYXZ-52S",NA
"Q89214323","LHD9-2ZK",NA
"Q89219813","G7M2-SVT",NA
"Q89225940","9HV3-3NL",NA
"Q89228851","27GS-B6H",NA
"Q89266959","L44S-9LR",NA
"Q89271303","M91W-2K6",NA
"Q89285847","MDV7-C5G",NA
"Q89290874","9HV3-3XK",NA
"Q89294878","L1JL-8TN",NA
"Q89303343","KLHM-TS4",NA
"Q89308085","K287-1SV",NA
"Q89353850","MF8Y-M15",NA
"Q89354628","LH52-8CP",NA
"Q89354650","LH52-8C3",NA
"Q89410528","G796-TDC",NA
"Q89413396","L653-ZB8",NA
"Q89414421","972K-14V",NA
"Q89422711","GZ64-RGX",NA
"Q89433455","MS2G-1F2",NA
"Q89438043","MSLW-78G",NA
"Q89438314","G79J-GGS",NA
"Q89439242","KZ3V-2P5",NA
"Q89441454","K288-X6M",NA
"Q89445032","KZ8Y-L1V",NA
"Q89445880","L748-1G5",NA
"Q89449587","MVS8-NFM",NA
"Q89514968","LC7S-MY7",NA
"Q89517213","KHFR-73Q",NA
"Q89520195","G79P-V2N",NA
"Q89544055","MPQD-VQ6",NA
"Q89587215","K2DD-66N",NA
"Q89601871","G7SZ-5CF",NA
"Q89602373","KGC7-SZ9",NA
"Q89603534","KV2L-L2J",NA
"Q89613597","M7H6-6P5",NA
"Q89636057","LZP1-SBY",NA
"Q89683475","LJTD-4H4",NA
"Q89700272","GZTY-Z6R",NA
"Q89812956","K848-V55",NA
"Q89819034","9JVC-2BK",NA
"Q89823610","G73M-885",NA
"Q89828976","KNYK-WBD",NA
"Q89829143","KHK6-K5L",NA
"Q89837457","KZ93-WJG",NA
"Q97014285","LWHX-YW3",NA
"Q97014291","L7NZ-NG6",NA
"Q97014698","L7YT-NZJ",NA
"Q97014742","LHWN-RL2",NA
"Q97015569","MW7M-P42",NA
"Q97016087","GMZP-NKF",NA
"Q97016233","M75Q-MRC",NA
"Q97022864","GWW6-7J1",NA
"Q97040237","L1H4-XC9",NA
"Q97040290","LCQW-QBX",NA
"Q97041370","L6BF-695",NA
"Q97042904","LKLY-KLW",NA
"Q97044800","KLVH-2HY",NA
"Q97052944","KCH1-DG1",NA
"Q97052948","K2QM-RK7",NA
"Q97053304","KL1K-S1T",NA
"Q97054653","LY28-6PN",NA
"Q97055701","KH86-WCS",NA
"Q97059228","LRCP-XPD",NA
"Q97065583","277D-RSS",NA
"Q97068692","K2M2-8PN",NA
"Q97068730","K1CN-SS5",NA
"Q97071290","LHTF-JDN",NA
"Q97071291","L6GS-YWS",NA
"Q97071345","G4B7-2F8",NA
"Q97071435","2WHN-DYW",NA
"Q97095734","L1H2-X82",NA
"Q97095969","LX3V-SJD",NA
"Q97096994","GSJ2-6QY",NA
"Q97100819","GWWC-PQL",NA
"Q97101689","LW9Y-WQW",NA
"Q97101692","L29G-GJX",NA
"Q97102368","LYT3-DQ2",NA
"Q97103947","KCCV-XXT",NA
"Q97104696","9H7Y-1XW",NA
"Q97104704","LL44-X6Z",NA
"Q97105484","M276-2WP",NA
"Q97136214","KLQG-5XQ",NA
"Q97137757","KLGW-5XC",NA
"Q97137762","GM4T-Q4Z",NA
"Q97141566","GWW5-4GG",NA
"Q97142417","L7FB-1NT",NA
"Q97142583","L6YV-DBC",NA
"Q97142804","GQNC-B6N",NA
"Q97142891","K4G2-T5S",NA
"Q97143401","GQNC-T4N",NA
"Q97147254","LK6B-DJ8",NA
"Q97152626","LWBZ-8MY",NA
"Q97154203","GLQT-LQ3",NA
"Q97158790","MJQQ-G65",NA
"Q97201056","K2HF-G9R",NA
"Q97302021","LVZ9-W73",NA
"Q97302021","L9CX-RL1",NA
"Q97302861","9ML2-JGN",NA
"Q97303271","27PS-BQH",NA
"Q97303605","2C19-SJY",NA
"Q97303754","M7LL-MHT",NA
"Q97305213","L7BJ-3G5",NA
"Q97306524","LZLJ-NQJ",NA
"Q97306674","L8P6-K1W",NA
"Q97313411","9KG3-4P5",NA
"Q97322217","L838-R6M",NA
"Q97330717","LCZD-GS6",NA
"Q97332423","9XLD-LK9",NA
"Q97335744","GMDG-2Y8",NA
"Q97353339","L23H-P8R",NA
"Q97353467","LZBM-THY",NA
"Q97361309","GZ6X-B7B",NA
"Q97363252","GWHQ-5NM",NA
"Q97368218","MP65-GFN",NA
"Q97369052","L41J-1R8",NA
"Q97384464","GWHH-5D1",NA
"Q97394806","GX6S-NL5",NA
"Q97395742","KHLC-FG2",NA
"Q97400252","LTL9-KLV",NA
"Q97402699","MNYG-K1B",NA
"Q97412082","GMJF-12P",NA
"Q97416849","L58G-6H4",NA
"Q97420295","9N47-XN8",NA
"Q97446391","LR5L-VSZ",NA
"Q97455256","KHC5-4MT",NA
"Q97456176","LCB7-PJX",NA
"Q97456214","MSZX-1R2",NA
"Q97463086","M61M-QXH",NA
"Q97463294","LYTV-7GJ",NA
"Q97465847","GWH1-N38",NA
"Q97466148","L7H4-CSJ",NA
"Q97466358","9JQ3-3SZ",NA
"Q97466522","LVXQ-Z91",NA
"Q97486054","LH71-NRF",NA
"Q97495455","9JWL-X7S",NA
"Q97495830","L6J8-QNX",NA
"Q97496679","LJGX-JDM",NA
"Q97500744","L628-V6M",NA
"Q97525572","LV3B-Y8D",NA
"Q97532014","LZP2-787",NA
"Q97543271","K295-7G8",NA
"Q97569358","LH7Y-177",NA
"Q97569372","ML64-2B3",NA
"Q97569373","L7J9-R4T",NA
"Q47482761","LBS4-W1R",NA
"Q47483213","KZRT-P3N",NA
"Q47485957","LY5Y-TC8",NA
"Q47486799","MVDF-XMT",NA
"Q47486974","LZKM-MVR",NA
"Q47487208","LRWG-HRX",NA
"Q47487397","LYR9-3VT",NA
"Q47488386","LHQF-6ML",NA
"Q47488437","2ZSD-RHK",NA
"Q47490372","LYR4-ZFF",NA
"Q47490600","LYR4-T9P",NA
"Q47490700","LYRH-5XQ",NA
"Q47491931","LYR8-VLM",NA
"Q47492165","G3JW-JZ7",NA
"Q47492228","LYR6-CM4",NA
"Q47492252","K2V9-1MS",NA
"Q47494218","LH5J-B5S",NA
"Q47494351","9W2P-L4G",NA
"Q47494422","M5FB-4FX",NA
"Q47495835","M7BH-ZT6",NA
"Q47513977","KCW7-2X8",NA
"Q47515055","G3KF-T6J",NA
"Q47517076","LYZS-78S",NA
"Q47517190","LYTK-V8P",NA
"Q47518296","2H4D-4BZ",NA
"Q47518479","9DKC-KTL",NA
"Q47519795","KD97-XBL",NA
"Q47523665","LYT1-D9Y",NA
"Q47525556","LYY3-8LK",NA
"Q47533024","LYYD-HM9",NA
"Q47538364","GSPC-JBX",NA
"Q47540501","LYYF-RJT",NA
"Q47541736","M1N4-47N",NA
"Q47544468","GG15-KQG",NA
"Q47574304","KCV4-DJG",NA
"Q47584478","LYZS-WYX",NA
"Q47644269","LBM7-W5F",NA
"Q47683698","LYB3-3HL",NA
"Q47895708","G9PR-YRR",NA
"Q47954084","LKDF-5XS",NA
"Q48025937","LHTR-L5P",NA
"Q48061291","LCPJ-VGC",NA
"Q48199817","KZGR-XLL",NA
"Q48210044","LDQT-G2Q",NA
"Q48327393","KNDQ-7F4",NA
"Q48512833","LBMM-CWY",NA
"Q48536345","K19Z-Q59",NA
"Q48643903","MVSK-S9Y",NA
"Q48716264","KH4L-Y9M",NA
"Q48751399","K8XH-FCV",NA
"Q48801526","LBMT-T7V",NA
"Q48811520","9HV3-SVX",NA
"Q48857948","LH6P-KRQ",NA
"Q48876418","G3B7-WXJ",NA
"Q48910647","L8RK-GGP",NA
"Q48977722","9V54-C8J",NA
"Q49047394","LYBM-5PX",NA
"Q49256278","LB9B-ZS6",NA
"Q49287034","KZHQ-KXS",NA
"Q49331823","KG8Y-GFS",NA
"Q49440219","KG17-WSB",NA
"Q49482120","2Z3C-MWS",NA
"Q49624111","LJNR-VRB",NA
"Q49637780","LBS6-5X8",NA
"Q49657064","LDR6-JK9",NA
"Q49732017","M5DN-WJ9",NA
"Q49960118","G6VC-9NJ",NA
"Q50025605","L4BJ-S91",NA
"Q50090941","9CJ6-X89",NA
"Q50222729","9H2R-YJC",NA
"Q50228264","KLCR-F8W",NA
"Q50274833","K4RH-9GT",NA
"Q50284345","K88R-MQ3",NA
"Q50310270","LBQY-S78",NA
"Q50310475","LB7M-JJD",NA
"Q50311374","LB7M-KHV",NA
"Q50311931","LB77-5G7",NA
"Q50346736","LHQX-J7V",NA
"Q50349249","KCGH-N17",NA
"Q50351267","KFRR-T5G",NA
"Q50351385","L8BN-5WS",NA
"Q50355362","LB7Y-KRV",NA
"Q50355633","KH3Z-9X5",NA
"Q50355734","KC7V-XXJ",NA
"Q50356217","LTZS-SRL",NA
"Q50358699","KZ63-NHK",NA
"Q50385757","KL1M-22Y",NA
"Q50387161","GHF3-G8Z",NA
"Q50390166","MDKS-B72",NA
"Q50445765","GS8C-W9Q",NA
"Q50512395","G4J5-CRZ",NA
"Q50586238","M5DT-RNF",NA
"Q50589347","L4HD-G3K",NA
"Q50607479","LCR6-17R",NA
"Q50647037","L5B8-4NF",NA
"Q50805076","LBC8-TYX",NA
"Q50805292","LBC8-RFK",NA
"Q50805750","LBC8-11J",NA
"Q50806352","LBCD-NGW",NA
"Q50809892","LBCK-C24",NA
"Q75642417","KH4L-2FH",NA
"Q75645726","96NC-G31",NA
"Q75646043","KNY5-KGB",NA
"Q75646911","277S-481",NA
"Q75646913","LHFQ-3BZ",NA
"Q75646916","277D-SWJ",NA
"Q75646965","G9PV-7QN",NA
"Q75647132","LJ1V-57Q",NA
"Q75651477","GHGM-Q9F",NA
"Q75652583","L5N6-MGF",NA
"Q75658315","L63P-DXW",NA
"Q75658312","L63D-R2S",NA
"Q75659093","GJDC-5KM",NA
"Q75659302","LDMF-MH1",NA
"Q75659863","LH54-JYF",NA
"Q75662796","93SD-P94",NA
"Q75668605","9QNM-8K9",NA
"Q75669611","G38J-4G1",NA
"Q75669616","G38J-BS1",NA
"Q75670034","GJDH-4DR",NA
"Q75670074","LY1H-87V",NA
"Q75670184","GMG1-2VY",NA
"Q75674127","9N1T-YG6",NA
"Q75674153","MVS8-DVT",NA
"Q75674508","9C73-FMS",NA
"Q75679262","G7DX-FBR",NA
"Q75679349","G7DF-3LB",NA
"Q75679641","G7DF-5KD",NA
"Q75680365","LV9T-G56",NA
"Q75680825","L6R7-2HY",NA
"Q75705130","L5CY-HVL",NA
"Q75709910","9W23-3PX",NA
"Q75711910","GMYX-98C",NA
"Q75712233","M5LM-9BH",NA
"Q75712399","K84S-FFR",NA
"Q75712397","L7NM-V46",NA
"Q75712401","L7NM-V1Y",NA
"Q75712544","2MJ4-8GS",NA
"Q75713791","LH5K-PM7",NA
"Q75722866","MGMR-BMC",NA
"Q75722962","LHLH-3FT",NA
"Q75722963","KZMQ-W4P",NA
"Q75725822","LY87-D19",NA
"Q75734264","MC24-1FM",NA
"Q75734952","9FQ6-R1V",NA
"Q75734956","KZH6-MC4",NA
"Q75736622","LH6G-BDB",NA
"Q75736644","LDD7-3WG",NA
"Q75737014","K87C-6NW",NA
"Q75737066","LBFB-ZMS",NA
"Q75737064","948G-HX2",NA
"Q75737111","948G-HJM",NA
"Q75738119","2MRR-3QC",NA
"Q75739052","MR6M-TF9",NA
"Q75739625","MTN6-MJ6",NA
"Q75742265","L4QC-RQY",NA
"Q75742272","LH29-SPJ",NA
"Q75745903","LHVK-VG7",NA
"Q75745910","LDFL-5M6",NA
"Q75748074","LYKL-HDP",NA
"Q75751721","LTDN-JC1",NA
"Q75752058","M338-WRP",NA
"Q75752056","K8V1-T51",NA
"Q75755373","L5VY-RBK",NA
"Q75755376","9KZ1-VHM",NA
"Q75755402","LV6V-XYV",NA
"Q75756727","KC7K-N9R",NA
"Q75757426","K4J5-Z56",NA
"Q75758338","GQJV-5FM",NA
"Q75758342","LZVN-XKH",NA
"Q75758340","LZVN-XJ6",NA
"Q75758351","LC37-7J3",NA
"Q75758467","L1R5-9Y1",NA
"Q75758499","LZ3Q-KDR",NA
"Q75758496","LKVB-VGC",NA
