"fid","batch"
"GNHR-NQV",15
"GNHR-KXF",15
"GXZC-9BB",15
"LRCX-GDL",15
"LRS9-S51",15
"GDBL-JJX",15
"GFTG-JPT",15
"L2TV-9BK",15
"L2T6-VT9",15
"GHP1-LDX",15
"GH9L-8VZ",15
"G6Z3-GB1",15
"GG3N-NCX",15
"GLCS-RXD",15
"GLC3-6GK",15
"G2T4-T3Q",15
"GN5G-RRL",15
"GJY8-YCM",15
"G2SN-NJL",15
"G29L-NS3",15
"G44Y-H7V",15
"G44Y-H2D",15
"G7LX-T26",15
"G7NN-XC1",15
"LBBM-T91",15
"GLY1-KGK",15
"L2TT-ZHK",15
"G9SB-FP2",15
"L2TT-Z5X",15
"G7DH-TKG",15
"L2TT-ZCC",15
"LRCX-5MW",15
"G6F3-JND",15
"L2TT-HVS",15
"L2BY-SJR",15
"LRN9-TRC",15
"G7NN-V9P",15
"L2FP-WNM",15
"9CH4-D5C",15
"GS5P-6MQ",15
"GHLS-YCJ",15
"G4NV-DG5",15
"G4NV-FDJ",15
"G7WK-9DD",15
"G7WV-PTD",15
"G7WK-S84",15
"G7WK-MT7",15
"GG9Z-TXQ",15
"G2YG-4CG",15
"GG9S-G8B",15
"GG9S-2GM",15
"L2TT-HTK",15
"GG9S-F4L",15
"GHTQ-X4X",15
"GZHD-ZV6",15
"GZHD-7RB",15
"L6YR-3L8",15
"GHNT-2Z9",15
"GHNT-VP9",15
"GHNT-L1T",15
"G292-BKY",15
"G292-T9G",15
"GGVY-WS5",15
"GGVY-6G6",15
"GGKC-YN3",15
"GCS7-WH4",15
"GCS7-3CN",15
"GL8R-1WK",15
"L2RR-8GJ",15
"GKMH-5LY",15
"GMJP-Q7P",15
"G7Z4-YVF",15
"GGFX-156",15
"GXRV-L36",15
"GZHK-3JH",15
"GJTP-2YM",15
"GWH8-YB7",15
"GWHD-96M",15
"K2SN-Z69",15
"KVLS-TNV",15
"GLCK-PTG",15
"GGJZ-HQS",15
"G8J2-KVZ",15
"9QQN-K6L",15
"GQ6H-CVW",15
"G6T4-N4D",15
"G8H9-DCW",15
"LTNN-MVH",15
"G694-Q32",15
"LTVR-KSD",15
"GNS7-X6G",15
"LZLB-RPF",15
"LZFD-MM8",15
"9WCW-KL3",15
"KL1F-6LG",15
"LV8D-MTY",15
"GNJG-3Y2",15
"G965-FYT",15
"GLJJ-1WW",15
"9ZCB-DZV",15
"LDMN-PWB",15
"2NBQ-FP2",15
"L1WS-BMM",15
"9Z8D-P68",15
"GD7G-J16",15
"GXQJ-YPP",15
"GXQ4-M27",15
"GSDC-Y9X",15
"GSDC-BSN",15
"LKTX-BFQ",15
"LKTX-BGZ",15
"G7F6-NTQ",15
"GGZM-MXR",15
"GGC1-B21",15
"GGZM-3FJ",15
"G6J7-Y68",15
"GZBR-M7C",15
"GZ1H-4T1",15
"GJJ7-FWF",15
"GJF5-LJ3",15
"GKDD-M1L",15
"GJFR-STB",15
"GLBC-ZZH",15
"GGJN-L3R",15
"G21C-YGX",15
"G8WB-J6L",15
"G8WL-T7Q",15
"GDSY-Z6B",15
"G21J-37H",15
"G21J-G8S",15
"GVR7-Q43",15
"L2DV-WS5",15
"G6DZ-JKF",15
"G6D8-388",15
"GKQX-VM9",15
"GVB8-9XY",15
"9W7P-G88",15
"GLB2-PPV",15
"GSWG-NZ1",15
"GZHK-WCQ",15
"LY2R-7ZN",15
"GN5Q-641",15
"GCQF-JMR",15
"GWLB-P8V",15
"GWLB-K5R",15
"GJJS-51N",15
"GGPY-TMF",15
"GNNX-T7V",15
"GNNF-MJF",15
"G7GT-WLW",15
"GJVP-5X3",15
"GH89-VGR",15
"GVKF-BS7",15
"KZSM-RXV",15
"LD9R-RBH",15
"GXQY-M8V",15
"LR2W-T4T",15
"LRHH-FZH",15
"GVVZ-S66",15
"GXQT-BW4",15
"G8YD-SV1",15
"GJTS-G2L",15
"LRHV-M6L",15
"GNBC-1L5",15
"GNBC-PLL",15
"L2TT-SGZ",15
"GLJB-5F5",15
"L2TT-SGV",15
"GX3Y-8N4",15
"GXQT-BH2",15
"GLS6-L9W",15
"GGP2-1MC",15
"GGP2-F5N",15
"GVNP-M85",15
"GVSX-686",15
"G3C6-4D2",15
"GNP5-3X7",15
"GCWL-CDJ",15
"GJ1J-Y7X",15
"LYNF-SFN",15
"GJQD-6SP",15
"LDH1-MVP",15
"GLBW-SDB",15
"LD9Y-6D1",15
"L1Y1-VBB",15
"LBQG-D74",15
"GGLF-WXK",15
"LV4Y-YSJ",15
"GVMX-HXT",15
"GGJ6-9GS",15
"GGJD-KC3",15
"9CCY-TQK",15
"GG5F-1CQ",15
"G2QY-L2K",15
"GQ5D-3LK",15
"L114-LXR",15
"99Y7-7KS",15
"99Y7-729",15
"M1TV-S13",15
"G72P-PF4",15
"GJ85-HB1",15
"G2LB-B34",15
"LZRT-363",15
"GF2B-KR7",15
"GF2B-XTK",15
"GHJJ-LKC",15
"GFGV-TQ5",15
"GLMB-3TT",15
"GV94-W9K",15
"GL76-XPY",15
"GGYY-61R",15
"GLTP-MTZ",15
"GLTG-XRG",15
"GLTG-G2M",15
"G4KW-GDK",15
"9ZC5-4SG",15
"K6ST-YG2",15
"G2L1-HJP",15
"G2L1-G59",15
"LTZK-Z7P",15
"2MRF-VW3",15
"GCQF-99Z",15
"GJ5H-JTS",15
"G6RZ-NN1",15
"GHG7-FJ5",15
"LY6L-V13",15
"GNGL-ZP4",15
"GQ8L-DWS",15
"G4BC-NRY",15
"GHG9-Y23",15
"LHVB-FK7",15
"GGVT-111",15
"LZRW-Z12",15
"94Y9-R1P",15
"9MWT-XX2",15
"GD85-2SN",15
"GG86-CZN",15
"G6R8-9H9",15
"GZG1-DKF",15
"LCDM-N61",15
"GQ7J-KFG",15
"GG86-WMJ",15
"9CZM-HK2",15
"LTVB-BQ6",15
"LZZK-7QX",15
"9SR5-6SR",15
"LKDQ-86Y",15
"GNK2-CCY",15
"LH68-32D",15
"G95P-96W",15
"GW1J-L9F",15
"GVZ5-J6W",15
"GVZ5-WM6",15
"LT1C-QRG",15
"GFCP-585",15
"GJWH-F45",15
"G4DF-GJ5",15
"GJWH-FM2",15
"GJWH-4GZ",15
"GJWH-3PM",15
"GJWH-MN6",15
"GV9G-4FC",15
"GV9G-ZCM",15
"L2TG-PNX",15
"G65N-XDL",15
"G4WN-XRF",15
"LRH4-X8H",15
"GLY1-CZG",15
"LJLK-71S",15
"GJSM-Z69",15
"GJSM-XNG",15
"GGDV-CTL",15
"G7SP-356",15
"GDF1-N4H",15
"GQKQ-GJH",15
"GVZ5-GT8",15
"GC4C-CPV",15
"G7NN-V9W",15
"GX4W-KFC",15
"LRHH-679",15
"L2TT-ZDM",15
"L2TT-Z55",15
"GX6Z-6DY",15
"GVZP-CXM",15
"99PT-NTZ",15
"G98Z-6RZ",15
"9SBM-4NB",15
"GN7R-TH8",15
"GDKP-2XC",15
"G2SL-H2T",15
"G2S2-Y92",15
"GVJS-M59",15
"GKK5-8XV",15
"GG3Q-9VN",15
"L2MS-GP4",15
"GGHJ-KWX",15
"GGHJ-BV4",15
"G7TP-9W3",15
"L2TT-4NH",15
"GV3Y-PTQ",15
"LVG7-NYR",15
"LVG7-J9V",15
"G4VR-MQC",15
"G2WR-NVX",15
"LKB9-HXK",15
"G314-CPL",15
"GCS9-91D",15
"GVW2-YD8",15
"GJBS-L7N",15
"LHRH-CJ8",15
"9HP4-S9D",15
"9QQL-1PC",15
"GMRV-199",15
"GLKG-P55",15
"LRBL-ZS3",15
"GMRD-W48",15
"LRY4-55V",15
"GX1X-553",15
"LVC4-QRZ",15
"LVC4-QRG",15
"G61Z-YSS",15
"GV1N-B39",15
"L8MB-CBW",15
"L8MB-CBH",15
"GDXW-SP5",15
"GDX7-VCQ",15
"GJ4N-CRL",15
"LDMK-PYT",15
"L1WB-GXK",15
"GLQ3-H4R",15
"GLW3-G23",15
"949K-KGR",15
"LBJ3-FPJ",15
"GKZZ-5DT",15
"GJZ8-R8X",15
"GJZ8-BV6",15
"GH55-3KJ",15
"GKZH-GL4",15
"L5VK-7N8",15
"9QG9-DXL",15
"GVBK-51Q",15
"GDX7-DF5",15
"GJ4C-ZQQ",15
"GJ4C-6X4",15
"GL7J-DCG",15
"GL7J-FSS",15
"GJ7S-GDR",15
"GKZC-3LS",15
"G2GY-7YM",15
"G6Z7-VK1",15
"L66J-46B",15
"L5PT-CGT",15
"GKG9-FRY",15
"GVG8-96P",15
"LRVH-P2L",15
"GKM5-MYN",15
"GKM5-3DD",15
"G2GK-6SD",15
"GZF2-5D2",15
"GH8Y-ZWC",15
"9KPD-FTH",15
"L1ZZ-14S",15
"L1ZZ-LKB",15
"G8W9-ZB5",15
"GCGP-7Z6",15
"G687-WN2",15
"G2C2-6ZP",15
"GKZZ-2QS",15
"G79Y-8Y8",15
"L5BG-D73",15
"L2ZF-CBW",15
"L2ZF-MZB",15
"KVVW-7V6",15
"KVVW-7BR",15
"LRWD-XYK",15
"GHFS-FVT",15
"GX87-8KL",15
"GLG1-6LZ",15
"GLN5-XL9",15
"KVVW-4Y8",15
"G2Y1-WH4",15
"G2Y1-83T",15
"GS2R-QS4",15
"GC84-6D1",15
"GHNY-HPV",15
"GX26-NL6",15
"G2F5-T6H",15
"GGRZ-L2G",15
"GDRQ-XFT",15
"LH64-2W6",15
"GKZC-4GL",15
"GZ8K-661",15
"G6XM-V4B",15
"GNLG-7ZB",15
"GJQ5-SSH",15
"9Q3T-NJQ",15
"G9YH-ZN7",15
"GZ55-Y9R",15
"KGS5-35P",15
"GKZZ-B8B",15
"L21C-9NY",15
"GHRQ-ZQD",15
"9HB1-6RW",15
"9JC2-XTP",15
"GKZZ-6TS",15
"GKZZ-YH1",15
"L193-SKK",15
"GJBD-XFH",15
"GDZ9-X95",15
"9CXC-DRP",15
"GD88-D2K",15
"G7JX-YJX",15
"GD88-KXD",15
"9CXC-TB2",15
"GXGT-9FK",15
"GG2T-MRH",15
"94BJ-W37",15
"G77P-BG5",15
"GJ1R-T9T",15
"G218-XZC",15
"GK9D-JLG",15
"L1H4-5T4",15
"L8YJ-SXF",15
"L5YX-NJM",15
"L4NY-WX6",15
"MLPW-GL9",15
"LCR2-M6T",15
"GLMF-B97",15
"GLSN-59N",15
"LY2Z-QRH",15
"L4BQ-YTJ",15
"G2S2-7FF",15
"G2S2-W9Q",15
"GLZ7-RHB",15
"G8WY-FX8",15
"LHRP-S41",15
"G2WK-JGB",15
"97L5-CNV",15
"LJPX-GYB",15
"LJPX-G12",15
"GL8K-HHR",15
"GG47-FCP",15
"G6X2-RKT",15
"G3ZN-3VQ",15
"G3ZN-MTV",15
"GKCQ-CWF",15
"G7X3-GND",15
"KCCG-J4T",15
"KJC5-4ZS",15
"LT6R-GQ9",15
"LVV3-R6V",15
"G6TT-BBS",15
"G6TT-217",15
"GG36-15K",15
"LJP8-DGR",15
"GG89-XZT",15
"GDFR-DPY",15
"L417-FGJ",15
"GGM3-J64",15
"KJHW-3H4",15
"G7F6-F5K",15
"9CXC-38X",15
"94BJ-CY3",15
"94BJ-CY6",15
"LHNV-CWD",15
"L1LM-9T1",15
"KC46-5KD",15
"KD93-H2J",15
"KJH8-N4F",15
"KJH8-N8B",15
"KNVD-RZ6",15
"9CMV-HWS",15
"G97B-94P",15
"GKZC-D3H",15
"G4CF-4XM",15
"L6F8-92P",15
"GZRD-N1B",15
"GJTG-WV8",15
"GCL4-NHC",15
"GCL4-X8P",15
"LXXR-6C1",15
"L5VM-4JB",15
"GDXN-Y6X",15
"GDXN-P26",15
"LCTB-4JN",15
"LCTB-4N1",15
"LCT6-QLW",15
"9CXC-3LS",15
"G6NW-CKY",15
"G6NJ-9MP",15
"GF13-VXX",15
"G6NW-HVX",15
"L6KK-NWK",15
"GKZ8-ZPQ",15
"94BJ-C1C",15
"GGC7-QXJ",15
"GQWV-KT7",15
"GWWS-RP9",15
"GKN4-6BM",15
"K194-VJW",15
"G292-BKH",15
"G292-L9F",15
"LR5D-F7Y",15
"LR5D-X25",15
"KND1-62V",15
"L611-CNB",15
"G6JM-JZC",15
"GZLK-7BT",15
"GNHN-NH7",15
"GLF1-TVT",15
"LDPC-76Q",15
"LT6B-SVR",15
"GNCQ-9F7",15
"L7JM-JLH",15
"L7JS-LGZ",15
"9CMV-DDP",15
"9C3F-KW6",15
"K8VR-R1S",15
"M7Q2-3T3",15
"GWSR-ZKR",15
"GWS5-YD6",15
"L8VX-D4K",15
"G79H-PMJ",15
"LY29-3LR",15
"LY2G-DJC",15
"GW4Z-5G4",15
"GW48-9Q9",15
"L19C-8GX",15
"KC57-53D",15
"9CXC-4T8",15
"LV4C-LVM",15
"G3ZH-ZK9",15
"9CXC-FWW",15
"9CXC-FW4",15
"9CXH-4CW",15
"9CXH-4C7",15
"9CXC-YQ2",15
"KJP2-YM5",15
"GXFS-TSY",15
"GMN8-2VT",15
"LCFV-CNH",15
"LCFV-CK3",15
"LCFV-CKR",15
"GWBP-KVD",15
"9CXC-M8Z",15
"GHKX-Z7L",15
"G7DJ-RVH",15
"GWG2-M36",15
"GWGK-GXC",15
"GK59-PSS",15
"LY3S-RH8",15
"G417-N47",15
"94B5-FMZ",15
"GKWW-C9Z",15
"GKWW-J83",15
"GKWW-22Z",15
"G6JK-F1C",15
"GJB3-386",15
"G78V-K94",15
"KG37-9PM",15
"KG37-9P3",15
"GQG8-2G1",15
"G3HK-CTQ",15
"LB72-FTT",15
"LCRK-52L",15
"GLB5-P5X",15
"GLBR-DCP",15
"GZT2-ZW3",15
"GZRK-NNF",15
"LY43-RHM",15
"LBH8-WL8",15
"L1P1-VNH",15
"99PT-R5T",15
"GC4M-5C7",15
"G6DK-YFB",15
"GKZC-MXN",15
"GDN5-BKK",15
"K8DH-3D5",15
"GHX5-TWP",15
"GKF1-Z4M",15
"GKF1-QGD",15
"9QSZ-MDV",15
"GGP3-D89",15
"LVNP-BKR",15
"GG92-32P",15
"GG4M-2R7",15
"GVXP-S4R",15
"GJND-T72",15
"GKZZ-VR8",15
"GZ54-6L6",15
"GDHG-2QR",15
"9SPT-ZWT",15
"GDGH-3VV",15
"LCCZ-SSV",15
"GSC5-SBV",15
"GGXP-5J3",15
"GG47-J88",15
"GG4Q-27K",15
"GLPP-RNC",15
"GLPP-BNQ",15
"G8YQ-16H",15
"G65P-HP9",15
"G231-B8V",15
"LY6V-924",15
"GH7M-QSF",15
"LYTM-8KB",15
"L8YY-PH5",15
"KFX1-BZD",15
"LY5W-N6P",15
"LHWS-BFW",15
"GDB8-4V9",15
"GVZM-RKC",15
"LBBB-4XS",15
"LDHS-6S3",15
"LM1T-ZQX",15
"273M-74Y",15
"LZPK-P7H",15
"GN4S-LXY",15
"GG45-P7D",15
"G2L1-91V",15
"G2H4-X2P",15
"GN4N-97Q",15
"GN4F-6CW",15
"G9R3-YW1",15
"LZDH-NFR",15
"LD9C-ZGZ",15
"MW4S-HPZ",15
"GGYL-CGH",15
"L7N5-6KK",15
"L87C-W52",15
"GNN8-QJH",15
"KGSQ-35V",15
"GKZQ-S2R",15
"LYCT-Y9Q",15
"L142-WBW",15
"K6WN-292",15
"2NBQ-VZ5",15
"GX7F-1V3",15
"L179-W5T",15
"LZPK-K9R",15
"GMNF-CHM",15
"9H6Q-VVW",15
"9HPT-832",15
"9C72-WGJ",15
"9CZV-2KJ",15
"9SJP-9TN",15
"LVDV-KPT",15
"GKZ8-PM1",15
"G8K3-VQ8",15
"G9TH-6YX",15
"L6NQ-1X6",15
"GDX5-HMR",15
"LCBD-GVR",15
"LCB8-2VX",15
"L8MB-ZF7",15
"L83F-5Z6",15
"G791-PCN",15
"LCN5-99B",15
"LYNX-745",15
"GS83-FSL",15
"GL79-7R2",15
"LRQD-FS2",15
"L5VF-6MD",15
"GJSD-GLT",15
"GVMD-TBD",15
"L81Y-9GD",15
"LB2S-PWM",15
"G28P-T64",15
"G28P-JW9",15
"M6CX-71W",15
"M6CX-7YW",15
"94TJ-T3B",15
"GG5X-Q83",15
"GG5X-X2N",15
"GQ6F-W6Y",15
"G2N1-2HM",15
"L7NG-DRP",15
"LYTH-K3C",15
"LTT6-YJQ",15
"GV8X-JR1",15
"GJMV-L5G",15
"GSP6-P1B",15
"9CCG-XPQ",15
"GFQJ-6W3",15
"GLZ5-7C1",15
"GLZ5-QPY",15
"GGLS-N6L",15
"L1B2-SVQ",15
"9H2R-RT7",15
"LY9N-GDL",15
"KLYH-481",15
"GKZ8-FQ1",15
"GV64-N8B",15
"GGBP-H7R",15
"9HM8-J2G",15
"G2SQ-ZHB",15
"LTM3-P8Q",15
"GLW7-KCM",15
"G6SJ-NFD",15
"L6VK-2ZD",15
"G96D-ST5",15
"GXQ6-TZP",15
"GL1Q-NS6",15
"G6HW-8TR",15
"GXTQ-DDQ",15
"GJSW-WQQ",15
"GJSW-W23",15
"G8WY-FTN",15
"GH7D-NJJ",15
"GXW5-BHK",15
"GX3B-MFL",15
"MM4V-C4N",15
"M8DZ-H4D",15
"GSW3-9DK",15
"GPMJ-F38",15
"GKW5-XHY",15
"GG1P-56Y",15
"GMSP-9XR",15
"KLXB-6QR",15
"L8TY-B3W",15
"LDSH-3GG",15
"9S9W-MPL",15
"9CHW-MJN",15
"GST8-ZH8",15
"GZNQ-R1Z",15
"G8BX-ZH8",15
"GD2P-T72",15
"GKYP-SQ7",15
"G8W1-CJS",15
"GKCC-J1G",15
"G4SP-ZYT",15
"G6KW-LCN",15
"G221-ST3",15
"L119-826",15
"G22Y-LXJ",15
"GJBJ-C4Y",15
"GKCJ-RTZ",15
"G6L6-115",15
"G6LX-7HT",15
"LZBS-Z2N",15
"LR91-81D",15
"GHNG-J6C",15
"GHNG-GRV",15
"LZT6-KPM",15
"LR9B-X4H",15
"MSSR-CL4",15
"LLWR-YHW",15
"G3TD-X38",15
"LV2B-FL1",15
"G7J5-Z35",15
"G7J5-6DB",15
"G76K-RW1",15
"94RF-VPF",15
"GKVL-5YC",15
"L1ZL-ZZH",15
"MC57-GBL",15
"L5BJ-HV6",15
"949F-WNM",15
"L666-F1S",15
"GK2K-51R",15
"GGW2-8Z9",15
"GGW2-5J6",15
"G4Z3-662",15
"GHJ6-KBF",15
"GHJN-3PH",15
"G62J-3D8",15
"GNBZ-GL3",15
"GVRW-HBZ",15
"GKCC-66Q",15
"GKCC-NG3",15
"GKCC-G4J",15
"G3QJ-6P9",15
"LB3S-N9P",15
"GNWM-TH9",15
"933R-FV6",15
"G78T-BVY",15
"GCXD-DJ5",15
"GCXD-66D",15
"9Q7T-H1Y",15
"9Q7T-CMC",15
"GWHL-6J5",15
"933R-G5H",15
"933B-J9G",15
"GFVN-CXQ",15
"GV9N-DNJ",15
"G7CV-RHG",15
"G652-CHC",15
"GX8K-SF3",15
"GXSF-RK8",15
"K6S2-WDN",15
"GVM7-TPK",15
"GH3F-H32",15
"9CCQ-61H",15
"GJ3J-54M",15
"LJR8-YWQ",15
"GG74-1R5",15
"GL43-ZXY",15
"LD3L-7RM",15
"LLMR-DFW",15
"GHYQ-Z2D",15
"G6XT-2GM",15
"LZFS-4NM",15
"GNJB-PYZ",15
"GZ13-9V6",15
"LBWD-HPQ",15
"GZYY-H3P",15
"9C9Z-CSF",15
"GG8T-BQ8",15
"GG5S-DCJ",15
"GZ5R-1T8",15
"GKZ8-P1Z",15
"GX85-9B7",15
"GKZ8-9CY",15
"G66Z-NKQ",15
"GJ6V-K5C",15
"GXDG-BZQ",15
"GZ6V-343",15
"21RP-8TN",15
"L8BM-ZN2",15
"GLVC-FM6",15
"GVB1-LW9",15
"M8H1-KRN",15
"GG45-5FF",15
"GCG4-X5Q",15
"G3DS-MBD",15
"GNHR-CXC",15
"GG41-3KM",15
"G6NX-D93",15
"G6NX-X5F",15
"9CXH-ZTK",15
"GDXT-GRD",15
"MBVX-JSB",15
"MBVX-J3K",15
"LDTK-1CN",15
"GC6R-ZL8",15
"G66F-8RT",15
"G66F-HML",15
"KC49-R5Z",15
"M5MS-7QQ",15
"LD1Q-M7M",15
"GVKG-9LW",15
"L5B9-YTH",15
"G666-H75",15
"93Q4-2SM",15
"GXS4-HMG",15
"G8WB-N1Q",15
"GGZV-5PB",15
"93QZ-B5Z",15
"937M-W6X",15
"9HSX-9ZZ",15
"93QS-X22",15
"93QS-X5M",15
"94RJ-M3Y",15
"G63Q-411",15
"G229-G2F",15
"937V-XGK",15
"G621-3WL",15
"G7K9-13M",15
"9H3N-R3Z",15
"9S92-J6R",15
"LRL3-NM7",15
"G683-MJD",15
"G7C2-2PZ",15
"G68S-1Q2",15
"KVVM-WGM",15
"GJT5-JVM",15
"GK2B-3HB",15
"LTP4-8M6",15
"G6H5-D2N",15
"GJWD-SLJ",15
"GCX1-WB6",15
"GLF2-PL1",15
"933P-6G9",15
"933P-DGK",15
"937V-SQQ",15
"94RJ-QT1",15
"94RJ-MCH",15
"GGZS-KC7",15
"GGZS-546",15
"9S8D-NWB",15
"L1DG-6ZW",15
"KLC7-2MG",15
"KLC7-GX9",15
"GHGZ-721",15
"GL85-T95",15
"KCCT-7TB",15
"L4WD-RR8",15
"GWXQ-6BK",15
"L7RM-BXC",15
"LH2Q-9D6",15
"GGW2-JM6",15
"GQZ8-2H2",15
"LZHG-84K",15
"GL5D-KQC",15
"GC4V-TQ9",15
"GSSD-KC2",15
"GG6F-ZZQ",15
"GGS6-85J",15
"GZ9K-MLB",15
"GS9W-22K",15
"GH6S-XNJ",15
"GDXJ-D1K",15
"GGSP-57J",15
"G9JZ-R7K",15
"GW61-M2J",15
"GGBZ-FX9",15
"GGB8-4T2",15
"K12D-5TL",15
"GHWL-5BV",15
"LDZT-7QG",15
"G2NN-TP4",15
"G6M3-MQD",15
"L55C-KWX",15
"GQNT-J2X",15
"L557-MVW",15
"GKYZ-892",15
"GSSX-13B",15
"KHT6-CZ9",15
"GJJ3-TRB",15
"GKP2-DJP",15
"GG5F-YDX",15
"G7ZQ-PFJ",15
"L5TH-7GY",15
"945V-HB6",15
"LJ5R-TQV",15
"LV9P-RYJ",15
"GJMK-PD4",15
"LDHS-DWJ",15
"GFF2-JFR",15
"GG69-8N9",15
"GF59-F78",15
"GLFD-4JJ",15
"G69T-DN8",15
"L2W2-2TC",15
"GMMD-GH5",15
"LBK1-86P",15
"LZNY-FF7",15
"GPMD-KTY",15
"GLZW-7HZ",15
"GQFV-K7Q",15
"GFXP-YYF",15
"GX9B-8M2",15
"GKZG-KWQ",15
"GGTN-692",15
"LK6R-R7Q",15
"LYQ5-CTG",15
"G8W3-1HT",15
"GV9S-CDT",15
"GV9S-X3V",15
"G2HP-25F",15
"KZRV-GQV",15
"MQ3Z-WX9",15
"G82V-NJ7",15
"LJTD-BWF",15
"GVSW-X47",15
"GLNX-W1F",15
"GP9C-RFV",15
"GNGG-K8M",15
"GNGG-G74",15
"GDQZ-7P1",15
"GKL1-88G",15
"GF3S-C2V",15
"GF39-B4W",15
"G2SB-81R",15
"G659-S24",15
"G659-S2F",15
"GC5F-FD8",15
"GC5F-KJZ",15
"MTSX-7TM",15
"GH84-TXR",15
"GXSX-GGJ",15
"GXSF-HXY",15
"G2WV-NWK",15
"GZH8-7LY",15
"GGG2-Y1T",15
"G6PF-L6T",15
"GGG2-JLC",15
"GNRK-465",15
"GGYX-T8Q",15
"G2PB-7L2",15
"GF8R-B9J",15
"GF8R-1L6",15
"GZYR-CDK",15
"LB5N-GXS",15
"LDPL-DRX",15
"G9K2-MZ8",15
"GQ3M-4Y3",15
"LK6G-BSD",15
"KLYW-K4F",15
"G89B-P2K",15
"G89B-RRZ",15
"KLY4-N59",15
"LLWC-9ZD",15
"G2FZ-9Y3",15
"LR4Q-63Q",15
"GH3G-LWG",15
"GH3G-FRX",15
"L289-2GV",15
"KLYW-YGF",15
"G4FX-5SC",15
"GSLH-TV4",15
"KHV8-DX5",15
"L2VJ-Y4J",15
"LK4N-MLT",15
"L2VV-3YK",15
"GFF2-HSY",15
"LZ5G-3CP",15
"LD56-T1Z",15
"GL3G-MNM",15
"L8RL-JDT",15
"LY7K-WWQ",15
"L26F-WZL",15
"L8TT-9KT",15
"G8S9-DG1",15
"G8S9-6GT",15
"LK4M-VDB",15
"GHDP-CPW",15
"G799-KR1",15
"GKKV-33J",15
"GGKP-F8Q",15
"GGKP-GFL",15
"GCDF-BGM",15
"GCDN-DHW",15
"GVMZ-2SV",15
"GVMZ-6PY",15
"G7T2-ZZ8",15
"GF1B-JNJ",15
"GH46-QSG",15
"GVS9-FC5",15
"LDRZ-R6J",15
"G8XC-B33",15
"GHZ9-JHH",15
"GHZ9-HQ3",15
"GWM5-LJ9",15
"GZB6-G3Q",15
"GGP2-RHV",15
"GL71-N3X",15
"GL71-X6B",15
"9HKL-CDB",15
"G6CS-3HM",15
"GJ93-777",15
"G8RJ-9GF",15
"GD5S-PDS",15
"G6CS-481",15
"GV2K-J3D",15
"GD6R-KM7",15
"GVMQ-74F",15
"G8W6-R8N",15
"GG8R-VLP",15
"GNYJ-KQR",15
"GG8R-VWZ",15
"GN28-S8B",15
"GN28-ZJG",15
"GLG9-BQC",15
"GQXJ-PG5",15
"GCQL-7QJ",15
"GV5N-NK9",15
"GGL8-PHH",15
"GG5Q-268",15
"L7NV-SRC",15
"L7NV-SYZ",15
"93H1-MHZ",15
"LL4D-2JQ",15
"LZKF-HHL",15
"9F74-H9H",15
"GDZH-HDR",15
"K8PL-DXN",15
"L8P3-YDK",15
"L8PQ-MNV",15
"L2JZ-9Z2",15
"LH88-TJG",15
"L287-2XV",15
"GSRY-P6P",15
"G91F-CNB",15
"GGS5-Z5H",15
"GGS5-QPH",15
"GPSK-G4W",15
"GQP1-8NL",15
"G7H5-DMV",15
"LH8V-2DT",15
"G7V9-9LQ",15
"2CTY-4S8",15
"LXQ3-524",15
"LD39-5V2",15
"GKVQ-GGL",15
"GL1G-27N",15
"G7TJ-8H2",15
"GKK8-X2H",15
"GK3C-3JG",15
"LTR3-GZ5",15
"GXRJ-3D5",15
"GM31-26P",15
"L1VM-SGL",15
"G69V-CFR",15
"GQV7-DLM",15
"GC4H-WW4",15
"GDN4-FTQ",15
"GV3V-MKM",15
"GZRS-SJZ",15
"GKNH-6WQ",15
"GLTH-MDW",15
"GNZN-2MS",15
"GNZN-H1K",15
"G6WT-FHZ",15
"LRH4-ZYD",15
"GVJY-Z48",15
"GVJY-G43",15
"LBMT-GPN",15
"L162-HJL",15
"GL5K-7BB",15
"KZTD-KTZ",15
"KHLX-DBL",15
"G71W-RSR",15
"9341-QBJ",15
"GGNZ-4ZB",15
"93Q4-J81",15
"L2CN-FKT",15
"GDYX-MZR",15
"9C8P-DJC",15
"LWFG-JN2",15
"GHGS-9XK",15
"GHG9-51N",15
"LYVN-PDJ",15
"GKHF-39B",15
"GM26-9DP",15
"GSCG-NZV",15
"GHFQ-3MK",15
"G72S-J3K",15
"LJVZ-5XK",15
"LCXK-FD2",15
"GNH4-2BD",15
"GZFQ-J9W",15
"GGXZ-4ZX",15
"MB4H-G6F",15
"G3M1-XDF",15
"LRBS-FD9",15
"GQJ1-JR6",15
"GQ8C-HTY",15
"GK6Y-V4Y",15
"KHGZ-3GP",15
"LJJ1-SVJ",15
"GGZC-MXS",15
"GGZC-16K",15
"KCDV-BLC",15
"M81Q-B94",15
"GH32-BNQ",15
"LBJP-KRP",15
"GK5N-NSR",15
"GLH2-H8S",15
"L6HW-L28",15
"GK5J-RQQ",15
"GQZB-LM9",15
"GVNB-CBN",15
"9HYK-12V",15
"9HYK-122",15
"GSBQ-2RP",15
"L812-LJM",15
"L812-LN1",15
"LYH1-8TS",15
"G4V5-5RX",15
"G8WY-Y37",15
"LYSZ-TFV",15
"LZFC-B6X",15
"LRGB-XVH",15
"L258-6K7",15
"L25D-278",15
